id,year,raubkunst,falsch,emi,sammlunglink,buehrlelink,gloornummer,knstlerin,titel,entstehungszeit,medium,dimensionen,werkverzeichnis,vorbesitzerin,nsraubkunst0usachfr,besitz,yyyy,yyyy0vor,whrung,kaufpreis,kaufpreischf,kaufpreis000chf,kaufpreismillionenchf,epoche,stadt,dd,mm,quartal,weiteretitel,emigrationverfolgung,flschung,inventarnummer,signatur,provenienz,ausstellungen,literatur,lebensdaten
014_Gauguin_Route,1937,CH,,,https://collection.kunsthaus.ch/de/collection/item/512961,https://www.buehrle.ch/sammlung/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=65&tx_buehrlewerkliste_werkliste%5Bcontext%5D=t&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=47c4d29b60f0f5bc91034ae41520fdd2,14,Paul Gauguin,La Route montante,1884,Öl auf Leinwand,46 x 38 cm,Wildenstein 127,Moos,CH,Stiftung,1937,1937,CHF,9000,9000,9,0.009,Moderne,Genf,20,3,1. Q,Die Strasse,,0,BU 0048,Signiert & datiert unten links: P. Gauguin 84,"<p class=""Body""><span class=""nummerierung text-black-small"">1</span><span class=""text-black-bold"">Richard Semmel</span>&nbsp;<span class=""text-darkgrey-bold"">Switzerland &amp; Holland •&nbsp;by 1933/37 </span>Wildenstein (2001), no. 127; <em>Collection d'un amateur, Tableaux modernes de l'école française des XIX<sup>e </sup>et XX<sup>e </sup>siècles</em>, (sale cat.) Frederik Muller, Amsterdam (13 June 1933), no. 15 (bought in); <em>Tableaux anciens […] &amp; tableaux modernes […] provenant des collections de feu M. </em><em>Paul Chavan, Genève et de divers amateurs genevois</em>, (sale cat.) Galerie Max Moos, Geneva (20 March 1937), no. 63. The Wildenstein catalogue tentatively identifies as a previous owner of the painting Eduard Simon-Wolfskehl, Frankfurt (M.), based upon an erroneous reading of Peter Kropmanns, <em>Gauguin und die Schule von Pont-Aven im Deutschland nach der Jahrhundertwende</em>, Sigmaringen 1997, pp. 52, 67, n. 160, and an equally erroneous identification of the painting with a painting lent by Simon-Wolfskehl to an exhibition in Frankfurt in 1912, <em>Die Klassische Malerei Frankreichs im 19. </em><em>Jahrhundert</em>, Kunstverein Frankfurt/M. 1912, no. 53. Whilst no identification of <em>La Route montante</em> with the painting in the Simon-Wolfskehl collection is suggested by Kropmanns, the painting lent to the 1912 exhibition was in fact Wildenstein (1964) no. 526.</p>
<p class=""Body""><span class=""nummerierung text-black-small"">2</span><span class=""text-black-bold"">Emil Bührle</span>&nbsp;<span class=""text-darkgrey-bold"">Zurich •&nbsp;20 March 1937 until [d.] 28 November 1956 </span>Acquired at the 1937 sale as above, n. (1),&nbsp;for CHF 9.000, AStEGB, Inventory Card Gauguin, <em>Route montante</em>.</p>
<p class=""Body""><span class=""nummerierung text-black-small"">3</span><span class=""text-black-bold"">Given by the heirs of Emil Bührle to the Foundation E.G. Bührle Collection</span>&nbsp;<span class=""text-darkgrey-bold"">Zurich&nbsp;• 1960</span>&nbsp;Inv. 48.</p>","<p><span class=""nummerierung text-black-small"">1886</span><span class=""text-black-bold"">8<sup>e </sup>Exposition de peinture</span>&nbsp;<span class=""text-darkgrey-bold"">1, rue Laffitte, Paris • 1886</span>&nbsp;no. 55 (?).</p>
<p><span class=""nummerierung text-black-small"">1913</span><span class=""text-black-bold"">Oktober-Ausstellung</span>&nbsp;<span class=""text-darkgrey-bold"">Kunsthalle Basel&nbsp;• 1913</span>&nbsp;no. 47 (?).</p>
<p><span class=""nummerierung text-black-small"">1928</span><span class=""text-black-bold"">Paul Gauguin 1848–1903</span>&nbsp;<span class=""text-darkgrey-bold"">Galerie Thannhauser&nbsp;•&nbsp;Berlin • 1928</span>&nbsp;no. 7.</p>
<p><span class=""nummerierung text-black-small"">1949</span><span class=""text-black-bold"">Paul Gauguin zum 100. Geburtstag</span>&nbsp;<span class=""text-darkgrey-bold"">Kunstmuseum Basel&nbsp;• 1949-50&nbsp;</span>not in cat.</p>
<p><span class=""nummerierung text-black-small"">2010</span><span class=""text-black-bold"">Van Gogh, Cézanne, Monet, Die Sammlung Bührle zu Gast im Kunsthaus Zürich</span>&nbsp;<span class=""text-darkgrey-bold"">Kunsthaus Zurich • 2010</span>&nbsp;no. 48.</p>
<p><span class=""nummerierung text-black-small"">2010</span><span class=""text-black-bold"">A City for Impressionism, Monet, Pissarro and Gauguin in Rouen&nbsp;•&nbsp;Une ville pour l'impressionnisme, Monet, Pissarro et Gauguin à Rouen</span>&nbsp;<span class=""text-darkgrey-bold"">Musée des Beaux-Arts de Rouen • 2010</span>&nbsp;no. 32.</p>
<p><span class=""nummerierung text-black-small"">2017</span><span class=""text-black-bold"">Chefs-d'oeuvre de la collection Bührle, Manet, Cézanne, Monet, Van Gogh…&nbsp;</span><span class=""text-darkgrey-bold"">Fondation de l'Hermitage&nbsp;•&nbsp;Lausanne • 2017</span>&nbsp;no. 32.</p>
<p><span class=""nummerierung text-black-small"">2019</span><span class=""text-black-bold"">La Collection Emil Bührle</span> <span class=""text-darkgrey-bold"">Musée Maillol • Paris • 2019 </span>no. 13.</p>","<p><span class=""nummerierung text-black-small"">1964</span><span class=""text-black-bold"">Georges Wildenstein</span>&nbsp;<span class=""text-darkgrey-bold""><em>Gauguin</em></span>&nbsp;vol. 1&nbsp;•&nbsp;<em>Catalogue&nbsp;•</em>&nbsp;Paris • 1964&nbsp;•&nbsp;no. 117 (ill.).</p>
<p><span class=""nummerierung text-black-small"">1986</span><span class=""text-black-bold"">Leopold Reidemeister etc.</span>&nbsp;<span class=""text-darkgrey-bold""><em>Stiftung Sammlung Emil G. Bührle • Fondation Collection Emil G. Bührle • Foundation Emil G. Bührle Collection</em></span>&nbsp;Zurich &amp; Munich • 1973&nbsp;•&nbsp;no. 79 (ill.; <sup>2</sup>1986).</p>
<p><span class=""nummerierung text-black-small"">1997</span><span class=""text-black-bold"">Peter Kropmanns</span>&nbsp;<span class=""text-darkgrey-bold""><em>Gauguin und die Schule von Pont-Aven im Deutschland nach der Jahrhundertwende</em></span>&nbsp;Sigmaringen • 1997&nbsp;•&nbsp;pp. 52&nbsp;•&nbsp;67&nbsp;•&nbsp;n. 160.</p>
<p><span class=""nummerierung text-black-small"">2001</span><span class=""text-black-bold"">Daniel Wildenstein</span>&nbsp;<span class=""text-darkgrey-bold""><em>Gauguin, Premier itinéraire d'un sauvage, Catalogue de l'œuvre peint (1873–1888)</em></span>&nbsp;vol. 2&nbsp;•&nbsp;Paris &amp; Milan • 2001&nbsp;•&nbsp;no. 127 (ill.).</p>
<p><span class=""nummerierung text-black-small"">2004</span><span class=""text-black-bold"">Lukas Gloor&nbsp;•&nbsp;Marco Goldin (ed.)&nbsp;</span><span class=""text-black-bold""><em><span class=""text-darkgrey-bold"">Foundation E.G. Bührle Collection&nbsp;Zurich, Catalogue</span>&nbsp;</em></span>&nbsp;vol. 3&nbsp;•&nbsp;Conegliano &amp; Zurich • 2004&nbsp;•&nbsp;no. 122&nbsp;• (ill.; German edition: <em>Stiftung Sammlung E.G. Bührle, Katalog</em>; Italian edition: <em>Fondazione Collezione E.G. Bührle, Catalogo</em>).</p>
<p><span class=""nummerierung text-black-small"">2005</span><span class=""text-darkgrey-bold""><em>Gauguin and Impressionism&nbsp;(exh. cat.)</em> </span>Ordrupgaard&nbsp;Copenhague&nbsp;Kimbell Art Museum&nbsp;•&nbsp;Fort Worth (Texas) 2005–06&nbsp;•&nbsp;pp. 201–202&nbsp;•&nbsp;fig. 152 • (Danish edition: <em>Gauguin og impressionismen</em>).</p>
<p><span class=""nummerierung text-black-small"">2021</span><span class=""text-black-bold"">Lukas Gloor</span>&nbsp;<span class=""text-darkgrey-bold"">«The Holdings of the Emil Bührle Collection: Illustrated List of All 633 Purchases»</span> in <span class=""text-darkgrey-bold""><em>The Emil Bührle Collection:&nbsp;History, Full Catalogue&nbsp;and 70 Masterpieces</em></span>&nbsp;Swiss Institute for Art Research, Zurich (ed.), Munich 2021, no. 14&nbsp;(ill.).</p>","Paris, 1848–1903, Hiva-hoa, Marquesas, Südsee"
015_Monticelli_Femmes,1937,CH,Fälschung,,,,15,Adolphe Monticelli (Fälschung),Femmes au lévrier,,Öl auf Holz,"54 × 41,5 cm",,Moos,CH (?),Privatbesitz,1937,1937,CHF,3500,3500,3.5,0.0035,Moderne,Genf,20,3,1. Q,,,1,,,,,,
016_Corot_Quatre_arbres,1937,CH,,,https://collection.kunsthaus.ch/de/collection/item/48899,https://www.buehrle.ch/sammlung/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=44&tx_buehrlewerkliste_werkliste%5Bcontext%5D=t&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=32edf4dbcc82d4046d2bf260aaf4fbb4,16,Camille Corot,Les Quatre Arbres en bordure de plaine,1869 / 1870,Öl auf Leinwand,46 x 38 cm,Robaut 1972,Aktuaryus,CH (?),Stiftung,1937,1937,CHF,30000,30000,30,0.03,Moderne,Zürich,28,4,2. Q,Die vier Bäume,NEIN,0,BU 0020,Signiert unten rechts: COROT,"<p><span class=""nummerierung text-black-small"">1</span><span class=""text-black-bold"">Madame Veuve</span>&nbsp;<span class=""text-darkgrey-bold""><span class=""text-black-bold"">Chollet</span> • 1870&nbsp;</span>Acquired from the artist on 1<sup>st</sup> January 1870, Robaut no. 1972.</p>
<p><span class=""nummerierung text-black-small"">2</span><span class=""text-black-bold"">Monsieur Passé&nbsp;</span>Robaut no. 1972.</p>
<p><span class=""nummerierung text-black-small"">3</span><span class=""text-black-bold"">Galerie Aktuaryus</span><span class=""text-darkgrey-bold"">&nbsp;Zurich&nbsp;• by 1937&nbsp;</span>AStEGB, Receipted invoice from Galerie Aktuaryus, Zurich, made out to Emil Bührle, 28 April 1937.</p>
<p><span class=""nummerierung text-black-small"">4</span><span class=""text-black-bold"">Emil Bührle</span>&nbsp;<span class=""text-darkgrey-bold"">Zürich • 28 April 1937 until [d.] 28 November 1956 </span>Acquired from the above for CHF 30.000, Receipted invoice as above, n. (3).</p>
<p><span class=""nummerierung text-black-small"">5</span><span class=""text-black-bold"">Given by the heirs of Emil Bührle to the Foundation E.G. Bührle Collection</span>&nbsp;<span class=""text-darkgrey-bold"">Zurich • 1960</span>&nbsp;Inv. 20</p>","<p><span class=""nummerierung text-black-small"">1940</span><span class=""text-black-bold"">Exposition d'Art Français </span><span class=""text-darkgrey-bold"">Galerie Aktuaryus • Zürich&nbsp;• 1940</span> no. 11.</p>
<p><span class=""nummerierung text-black-small"">1943</span><span class=""text-black-bold"">Ausländische Kunst in Zürich</span>&nbsp;<span class=""text-darkgrey-bold"">Kunsthaus Zurich&nbsp;• 1943</span>&nbsp;no. 48. &nbsp;</p>
<p><span class=""nummerierung text-black-small"">2010</span><span class=""text-black-bold"">Van Gogh, Cézanne, Monet, Die Sammlung Bührle zu Gast im Kunsthaus Zürich</span><span class=""text-darkgrey-bold"">&nbsp;Kunsthaus Zurich&nbsp;• 2010&nbsp;</span>no. 20.&nbsp;</p>
<p><span class=""nummerierung text-black-small"">2010</span><span class=""text-black-bold"">Corot en Suisse</span>&nbsp;<span class=""text-darkgrey-bold"">Musées d'art et d'histoire (Musée Rath)&nbsp;•&nbsp;Geneva&nbsp;• 2010–11</span>&nbsp;no. 91.&nbsp;</p>
<p><span class=""nummerierung text-black-small"">2017</span><span class=""text-black-bold"">Gefeiert &amp; verspottet, Französische Malerei 1820–1880</span>&nbsp;<span class=""text-darkgrey-bold"">Kunsthaus Zurich • 2017–18</span>&nbsp;no. 21.</p>","<p><span class=""nummerierung text-black-small"">1905</span><span class=""text-black-bold"">Alfred Robaut</span>&nbsp;<span class=""text-darkgrey-bold""><em>L’Œuvre de Corot, Catalogue raisonné et illustré</em></span>&nbsp;Paris • 1905 • vol. 3&nbsp;<span class=""text-darkgrey-bold""><em>Catalogue des peintures, Deuxième partie</em></span>&nbsp;no. 1972 (ill.; <sup>2</sup>1965).</p>
<p><span class=""nummerierung text-black-small"">1973</span><span class=""text-black-bold"">Leopold Reidemeister etc.</span>&nbsp;<span class=""text-darkgrey-bold""><em>Stiftung Sammlung Emil G. Bührle • Fondation Collection Emil G. Bührle • Foundation Emil G. Bührle Collection</em></span>&nbsp;Zurich &amp; Munich • 1973 • no. 7 (ill.; <sup>2</sup>1986).</p>
<p><span class=""nummerierung text-black-small"">1994</span><span class=""text-black-bold"">Emil Maurer</span><em>&nbsp;<span class=""text-darkgrey-bold"">Stiftung Sammlung E.G. Bührle, Zürich</span></em>&nbsp;Bern • 1994 • p. 36 (English edition: <em>Foundation E.G. Bührle Collection, Zurich</em>, Bern 1995).</p>
<p><span class=""nummerierung text-black-small"">2005</span><span class=""text-black-bold"">Lukas Gloor, Marco Goldin (ed.)</span>&nbsp;<span class=""text-darkgrey-bold""><em>Foundation E.G. Bührle Collection, Zurich, Catalogue</em></span>&nbsp;vol. 2 • Conegliano &amp; Zurich • 2005 • no. 39 (ill.; German edition: <em>Stiftung Sammlung E.G. Bührle, Katalog</em> • Italian edition: <em>Fondazione Collezione E.G. Bührle, Catalogo</em>).</p>
<p><span class=""nummerierung text-black-small"">2021</span><span class=""text-black-bold"">Lukas Gloor</span>&nbsp;<span class=""text-darkgrey-bold"">«The Holdings of the Emil Bührle Collection: Illustrated List of All 633 Purchases»</span> in <span class=""text-darkgrey-bold""><em>The Emil Bührle Collection:&nbsp;History, Full Catalogue&nbsp;and 70 Masterpieces</em></span>&nbsp;Swiss Institute for Art Research, Zurich (ed.)&nbsp;•&nbsp;Munich • 2021&nbsp;•&nbsp;no. 16 (ill.).</p>","Paris, 1796–1875, Paris"
017_Utrillo_Bouquet,1937,CH,,,,,17,Maurice Utrillo,Bouquet,,Öl auf Leinwand,,,Aktuaryus,CH (?),Veräusserung,1937,1937,CHF,2000,2000,2,0.002,Moderne,Zürich,17,5,2. Q,,NEIN,,,,,,,
018_Sisley_Moret_sur_Loing,1937,CH,,,,,18,Alfred Sisley,À Moret-sur-Loing,1892,Öl auf Leinwand,65 × 81 cm,D.813,Aktuaryus,CH (?),Privatbesitz,1937,1937,CHF,22000,22000,22,0.022,Moderne,Zürich,20,5,2. Q,,NEIN,,,,,,,
019_Pissarro_Bazincourt,1937,CH,,,,,19,Camille Pissarro,"Prairies de Bazincourt, automne",1894,Öl auf Leinwand,46 × 55 cm,P-DR.1055,Aktuaryus,CH (?),Privatbesitz,1937,1937,CHF,13000,13000,13,0.013,Moderne,Zürich,31,5,2. Q,Près de Barbizon,NEIN,,,,,,,
020_Renoir_Andree,1937,CH,,,,,20,Auguste Renoir,Andrée en turban jaune et jupe rouge,1917,Öl auf Leinwand,50 × 40 cm,D.4090,Aktuaryus,CH (?),Veräusserung,1937,1937,CHF,24000,24000,24,0.024,Moderne,Zürich,31,5,2. Q,,NEIN,,,,,,,
021_Monet_Coquelicots_1880,1937,FRA,,,https://collection.kunsthaus.ch/de/collection/item/604966,https://www.buehrle.ch/sammlung/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=87&tx_buehrlewerkliste_werkliste%5Bcontext%5D=t&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=24f5e35a60166d1651fa111f13911229,21,Claude Monet,Champ de coquelicots,1880,Öl auf Leinwand,73 x 60 cm,Wildenstein 593,Aktuaryus,FRA (?),Stiftung,1937,1937,CHF,31000,31000,31,0.031,Moderne,Zürich,24,6,2. Q,Mohnblumenfeld,NEIN,0,BU 0180,Signiert und datiert unten links,"<p><span class=""nummerierung text-black-small"">1</span><span class=""text-black-bold"">Alexandre Berthier, Prince de Wagram</span>&nbsp;<span class=""text-darkgrey-bold"">Paris • by 1914&nbsp;</span>E-mail-message from Durand-Ruel &amp; Cie., Paris,&nbsp;to Foundation E.G. Bührle Collection, Zurich, 9 November 2021.</p>
<p><span class=""nummerierung text-black-small"">2</span><span class=""text-black-bold"">Durand-Ruel</span>&nbsp;<span class=""text-darkgrey-bold"">Paris &amp; New York • 1914–1937&nbsp;</span>Acquired from the above on 4 April 1914, stock Paris 10523 (photo 7851); transferred from&nbsp;Durand-Ruel, Paris, to Durand-Ruel, New York in 1916, stock New York 3995; transferred from Durand-Ruel, New York, to Durand-Ruel, Paris, in 1937, E-mail-message as above, n. (1).</p>
<p><span class=""nummerierung text-black-small"">3</span><span class=""text-black-bold"">Jacques Dubourg</span>&nbsp;&nbsp;<span class=""text-darkgrey-bold"">Paris&nbsp;• 1937</span>&nbsp;Acquired from&nbsp;the above 2 July 1937, E-mail-message as above, n. (1); the transaction between the two dealers in Paris was settled after the painting had been sold in Zurich.</p>
<p><span class=""nummerierung text-black-small"">4</span><span class=""text-black-bold"">Galerie Aktuaryus</span>&nbsp;<span class=""text-darkgrey-bold"">Zurich •&nbsp;1937&nbsp;</span>AStEGB, Invoice from Galerie Akturaryus, Zurich, made out to Emil Bührle, 21 June 1937.</p>
<p><span class=""nummerierung text-black-small"">5</span><span class=""text-black-bold"">Emil Bührle</span>&nbsp;<span class=""text-darkgrey-bold"">Zurich •&nbsp;24 June 1937 until [d.] 28 November 1956&nbsp;</span>Acquired from the above on 24 June 1937 for CHF 31.000, AStEGB, Voucher, signed by Tony Aktuaryus, Zurich, 24 June 1937, acknowledging receipt of CHF&nbsp;35.000 from Credit Suisse, Zurich, to cover the purchase by Bührle of the <em>Champ de coquelicots</em> by Monet, as invoiced above, n. (4), and a painting by Théodore Rousseau, acquired the same day from Aktuaryus for CHF 4.000.</p>
<p><span class=""nummerierung text-black-small"">6</span><span class=""text-black-bold"">The estate of Emil Bührle</span> <span class=""text-darkgrey-bold"">Zurich&nbsp;•&nbsp;1956–1967&nbsp;</span>The artworks that were not given to the Foundation E.G. Bührle Collection in 1960 were divided among Emil Bührles’s son, Dr. Dieter Bührle, and his daughter, Hortense Anda-Bührle in 1967.</p>
<p><span class=""nummerierung text-black-small"">7</span><span class=""text-black-bold"">Dr. Dieter Bührle</span>&nbsp;<span class=""text-darkgrey-bold"">Zurich •&nbsp;1967 until [d.] 2012&nbsp;</span>Son of Emil Bührle and, in 1960, along with his mother Charlotte Bührle-Schalk and his sister Hortense (Anda-)Bührle, one of the three founders of the Foundation E.G. Bührle Collection, where he served on the Board from 1960 to 2012.</p>
<p><span class=""nummerierung text-black-small"">8</span><span class=""text-black-bold"">Bequest of Dr. Dieter Bührle to Foundation E.G. Bührle Collection</span>&nbsp;<span class=""text-darkgrey-bold"">Zurich&nbsp;• 2012</span>&nbsp;Inv. 180.</p>","<p><span class=""nummerierung text-black-small"">1916</span><span class=""text-black-bold"">Œuvres de la Galerie Durand-Ruel</span>&nbsp;<span class=""text-darkgrey-bold"">Noonan-Kocian Gallery, St. Louis (MO) • 1916 • Brooks Reed Gallery, Boston (MA) • 1917.</span></p>
<p><span class=""nummerierung text-black-small"">1954</span><span class=""text-black-bold"">Claude Monet 1840–1926</span>&nbsp;<span class=""text-darkgrey-bold"">Marlborough Fine Art Ltd. • London • 1954</span>&nbsp;no. 14.</p>
<p><span class=""nummerierung text-black-small"">1958</span><span class=""text-black-bold"">Sammlung Emil G. Bührle, Festschrift zu Ehren von Emil G. Bührle zur Eröffnung des Kunsthaus-Neubaus und Katalog der Sammlung Emil G. Bührle</span>&nbsp;<span class=""text-darkgrey-bold"">Kunsthaus Zurich • 1958</span>&nbsp;no. 184.</p>
<p><span class=""nummerierung text-black-small"">1963</span><span class=""text-black-bold"">Sammlung Emil G. Bührle, Französische Meister von Delacroix bis Matisse</span>&nbsp;<span class=""text-darkgrey-bold"">Kunstmuseum Lucerne • 1963</span>&nbsp;no. 30.</p>
<p><span class=""nummerierung text-black-small"">2001</span><span class=""text-black-bold"">Monet, I luoghi della pittura</span><em>&nbsp;</em><span class=""text-darkgrey-bold"">Casa dei Carraresi • Treviso • 2001–02</span>&nbsp;no. 32.</p>
<p><span class=""nummerierung text-black-small"">2004</span><span class=""text-black-bold"">Monet, la Senna, le ninfee, Il grande fiume e il nuovo secolo</span>&nbsp;<span class=""text-darkgrey-bold"">Museo di Santa Giulia • Brescia • 2004</span>&nbsp;no. 95.</p>
<p><span class=""nummerierung text-black-small"">2006</span><span class=""text-black-bold"">Claude Monet, Effet de soleil, Felder im Frühling</span>&nbsp;<span class=""text-darkgrey-bold"">Staatsgalerie Stuttgart • 2006</span>&nbsp;no. 10.</p>
<p><span class=""nummerierung text-black-small"">2006</span><span class=""text-black-bold"">Turner e gli impressionisti, La grande storia del paesaggio moderno in Europa</span>&nbsp;<span class=""text-darkgrey-bold"">Museo di Santa Giulia • Brescia • 2006–07</span>&nbsp;no. 262.</p>
<p><span class=""nummerierung text-black-small"">2010</span><span class=""text-black-bold"">Da Corot a Monet, La sinfonia della natura</span>&nbsp;<span class=""text-darkgrey-bold"">Complesso del Vittoriano • Rome 2010</span>&nbsp;no. 81.</p>
<p><span class=""nummerierung text-black-small"">2016</span><span class=""text-black-bold"">Von Dürer bis van Gogh, Sammlung Bührle trifft Wallraf</span>&nbsp;<span class=""text-darkgrey-bold"">Wallraf-Richartz-Museum &amp; Fondation Corboud • Cologne • 2016–17</span>&nbsp;no. 51.</p>
<p><span class=""nummerierung text-black-small"">2017</span><span class=""text-black-bold"">Chefs-d'oeuvre de la collection Bührle, Manet, Cézanne, Monet, Van Gogh…</span>&nbsp;<span class=""text-darkgrey-bold"">Fondation de l'Hermitage&nbsp;• Lausanne • 2017</span>&nbsp;no. 25.</p>
<p><span class=""nummerierung text-black-small"">2019</span><span class=""text-black-bold"">La Collection Emil Bührle</span> <span class=""text-darkgrey-bold"">Musée Maillol • Paris • 2019 </span>no. 17.</p>","<p><span class=""nummerierung text-black-small"">1941</span><span class=""text-black-bold"">Georges Grappe</span>&nbsp;<span class=""text-darkgrey-bold""><em>Monet&nbsp;</em></span>&nbsp;Paris • 1941 • p. 4 (ill.).</p>
<p><span class=""nummerierung text-black-small"">1974</span><span class=""text-black-bold"">Daniel Wildenstein</span>&nbsp;<span class=""text-darkgrey-bold""><em>Claude Monet, Biographie et catalogue raisonné&nbsp;</em></span>&nbsp;vol. 1&nbsp;<span class=""text-darkgrey-bold""><em>Peintures 1840–1881&nbsp;</em></span>&nbsp;Lausanne &amp; Paris • 1974 • no. 593 (ill.; <sup>2</sup><em>Monet oder der Triumph des Impressionismus, </em>Cologne 1996,<em> </em>p. 141 • <em>Monet, Catalogue raisonné; Werkverzeichnis,</em> vol. 2, <em>Nos. 1–968</em>, Cologne 1996).</p>
<p><span class=""nummerierung text-black-small"">2021</span><span class=""text-black-bold"">Lukas Gloor&nbsp;</span><span class=""text-darkgrey-bold"">«The Holdings of the Emil Bührle Collection: Illustrated List of All 633 Purchases»</span> in <span class=""text-darkgrey-bold""><em>The Emil Bührle Collection:&nbsp;History, Full Catalogue&nbsp;and 70 Masterpieces</em>&nbsp;</span>Swiss Institute for Art Research, Zurich (ed.)&nbsp;•&nbsp;Munich • 2021 •&nbsp;no. 21 (ill.).</p>","Paris, 1840–1926, Giverny"
022_Th_Rousseau_Route,1937,CH,,,,,22,Théodore Rousseau,Route de Fontainebleau à Juvisy,1840 / 1850,Öl auf Leinwand,"45 × 26,5 cm",,Aktuaryus,CH (?),Veräusserung,1937,1937,CHF,4000,4000,4,0.004,Moderne,Zürich,24,6,2. Q,Juvisy,NEIN,,,,,,,
023_Degas_Danseuse_s_habillant,1937,CH,,,,,23,Edgar Degas,Danseuse s’habillant,um 1889,Pastell auf Papier,"64 × 45,5 cm",L.982,Rosengart,CH (?),Privatbesitz,1937,1937,CHF,s. unten,125000,125,0.125,Moderne,Luzern,9,7,3. Q,,?,,,,,,,
024_Renoir_Esquisse,1937,CH,,,,,24,Auguste Renoir,Esquisse de paysage,1918,Öl auf Leinwand,33 × 55 cm,D.3930,Rosengart,CH (?),Veräusserung,1937,1937,CHF,25000,125000,125,0.125,Moderne,Luzern,9,7,3. Q,,?,,,,,,,
025_Cezanne_Paysage_du_nord,1937,CH,,,,,25,Paul Cézanne,Paysage du nord,1875 / 1876,Öl auf Leinwand,46 × 55 cm,R.272,Aktuaryus,CH (?),Privatbesitz,1937,1937,CHF,78000,78000,78,0.078,Moderne,Zürich,4,8,3. Q,,NEIN,,,,,,,
